SITE_ID,NFI_SITE,NEAREST_TOWN,PROVINCIAL_MUNICIPALS,PUBLIC_LATTITUDE,PUBLIC_LONGITUDE,ELEVATION,PANEL,CENTER_OF_9_PANELS,ECOZONE_,WHITE_GREEN_ZONE,FOREST_MANAGEMENT_AGREEMENTS,LANDUSE_FRAMEWORK,NATIONAL_PARKS,NATURAL_REGIONS,NATURAL_SUBREGIONS,PROVINCIAL_PROTECTED_AREAS,SUSTAINABLE_RESOURCE_DEVELOPME,WATERSHEDS,WPAC
"1067","1321291","Muskeg River","Greenview","53.944447","-118.492996","1496.093018","E",,"Boreal PLain","Green Area",,"Upper Peace",,"Rocky Mountain","Subalpine",,"Foothills","Smoky","Mighty Peace Watershed Alliance"
"1068","1321296","Muskeg River","Greenview","53.935467","-118.193306","1303.776001","A",,"Montane Cordillera","Green Area","ANC Timber Ltd.","Upper Peace",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1069","1321301","Muskeg River","Yellowhead","53.910858","-117.963562","1123.987061","A",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1070","1321306","Obed","Yellowhead","53.939091","-117.590034","1135.849976","A",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1071","1321311","Obed","Yellowhead","53.880966","-117.342422","1085.865967","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1072","1321316","Obed","Yellowhead","53.852501","-117.03109","1183.41394","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1073","1321321","Marlboro","Yellowhead","53.839142","-116.708252","1164.562988","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1074","1321326","Edson","Yellowhead","53.788643","-116.431984","917.1749268","D",,"Boreal PLain","Green Area","Weyerhaeuser Company Limited (Edson)","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1075","1321331","Peers","Yellowhead","53.811817","-116.107735","898.2758179","D",,"Boreal PLain","White Area",,"Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1076","1321336","Niton Junction","Yellowhead","53.787632","-115.754501","832.5435791","D",,"Boreal PLain","Green Area","Weyerhaeuser Company Limited (Edson)","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1077","1321341","Niton Junction","Yellowhead","53.756496","-115.468903","810.4816895","B",,"Boreal PLain","White Area",,"Upper Athabasca",,"Boreal","Central Mixedwood",,"Foothills","Central Athabasca - Upper","Athabasca Watershed Council"
"1078","1321346","Evansburg","Yellowhead","53.731216","-115.185341","837.2446289","B",,"Boreal PLain","White Area",,"Upper Athabasca",,"Boreal","Central Mixedwood",,"Foothills","Central Athabasca - Upper","Athabasca Watershed Council"
"1079","1321351","Evansburg","Parkland","53.71125","-114.873329","695.8820801","B",,"Boreal PLain","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Woodlands","Central Athabasca - Upper","Athabasca Watershed Council"
"1080","1321356","Silver Sands","Lac Ste. Anne","53.664288","-114.56208","731.2617188","E",,"Boreal PLain","White Area",,"Upper Athabasca",,"Boreal","Dry Mixedwood",,"Woodlands","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1081","1321361","Alberta Beach","Lac Ste. Anne","53.646214","-114.33432","775.5806274","E",,"Boreal PLain","White Area",,"Upper Athabasca",,"Boreal","Dry Mixedwood",,"Woodlands","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1082","1321366","Stony Plain","Parkland","53.58836","-113.994789","692.3569946","E",,"Prairie","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Woodlands","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1083","1321371","St. Albert","Edmonton","53.542648","-113.67466","699.4794922","A",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Lac La Biche","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1084","1321376","Sherwood Park","Edmonton","53.507713","-113.385124","700.7329712","A",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Lac La Biche","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1085","1321381","Sherwood Park","Strathcona","53.485844","-113.120331","741.3812256","A",,"Prairie","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Lac La Biche","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1087","1321391","Tofield","Beaver","53.410728","-112.55838","667.617981","C",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland","Other Provincial Protected Areas","Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1088","1321396","Vegreville","Minburn","53.382904","-112.158195","676.2537231","C",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1089","1321401","Vegreville","Minburn","53.387581","-111.944038","681.4473877","D",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1090","1321406","Innisfree","Minburn","53.310478","-111.583099","641.6107788","D",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1091","1321411","Mannville","Minburn","53.304493","-111.317413","692.7371216","D",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1093","1321421","Vermilion","Vermilion River","53.20842","-110.676216","649.3286743","B",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1094","1321426","Paradise Valley","Vermilion River","53.154987","-110.481522","663.8292236","B",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1095","1321431","Paradise Valley","Vermilion River","53.111607","-110.193741","663.2172852","E",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1096","1328151","Grande Cache","Willmore","53.838554","-119.791519","1627.244019","B","YES","Montane Cordillera","Green Area",,"Upper Peace",,"Rocky Mountain","Subalpine","Willmore","Foothills","Smoky","Mighty Peace Watershed Alliance"
"1097","1328156","Grande Cache","Willmore","53.837425","-119.445518","1629.782959","B",,"Montane Cordillera","Green Area",,"Upper Peace",,"Rocky Mountain","Alpine","Willmore","Foothills","Smoky","Mighty Peace Watershed Alliance"
"1098","1328161","Grande Cache","Willmore","53.82481","-119.13205","1261.411011","E",,"Montane Cordillera","Green Area",,"Upper Peace",,"Rocky Mountain","Montane","Willmore","Foothills","Smoky","Mighty Peace Watershed Alliance"
"1099","1328166","Muskeg River","Yellowhead","53.781109","-118.82901","1428.967041","E","YES","Montane Cordillera","Green Area",,"Upper Athabasca",,"Rocky Mountain","Subalpine",,"Foothills","Smoky","Mighty Peace Watershed Alliance"
"1100","1328171","Muskeg River","Yellowhead","53.790344","-118.59594","1561.956055","E",,"Montane Cordillera","Green Area","ANC Timber Ltd.","Upper Athabasca",,"Rocky Mountain","Subalpine",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1101","1328176","Muskeg River","Yellowhead","53.775806","-118.279419","1393.436035","A",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1102","1328181","Hinton","Yellowhead","53.744385","-117.968849","1360.453003","A","YES","Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1103","1328186","Obed","Yellowhead","53.719894","-117.642792","1213.277954","A",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1104","1328191","Obed","Yellowhead","53.69891","-117.313225","1257.745972","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1105","1328196","Obed","Yellowhead","53.660904","-117.074203","1046.214966","C","YES","Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1106","1328201","Marlboro","Yellowhead","53.671753","-116.723145","1022.947021","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1107","1328206","Edson","Yellowhead","53.603119","-116.421295","938.2224121","D",,"Boreal PLain","White Area",,"Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1108","1328211","Peers","Yellowhead","53.606499","-116.161972","917.7839966","D","YES","Boreal PLain","White Area",,"Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1109","1328216","Niton Junction","Yellowhead","53.583458","-115.865868","900.5363159","D",,"Boreal PLain","White Area",,"Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1110","1328221","Niton Junction","Yellowhead","53.582878","-115.551056","862.3792725","B",,"Boreal PLain","White Area",,"Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Central Athabasca - Upper","Athabasca Watershed Council"
"1111","1328226","Evansburg","Yellowhead","53.515854","-115.19281","859.5227051","B","YES","Boreal PLain","White Area",,"Upper Athabasca",,"Boreal","Central Mixedwood",,"Foothills","Central Athabasca - Upper","Athabasca Watershed Council"
"1112","1328231","Evansburg","Parkland","53.505585","-114.96003","787.7197876","B",,"Boreal PLain","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Foothills","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1113","1328236","Tomahawk","Parkland","53.469265","-114.643639","799.6010742","E",,"Boreal PLain","White Area",,"North Saskatchewan",,"Boreal","Central Mixedwood",,"Foothills","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1114","1328241","Wabamun","Parkland","53.433315","-114.32238","668.1992798","E","YES","Boreal PLain","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Woodlands","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1115","1328246","Stony Plain","Parkland","53.427868","-114.024139","740.8823853","E",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Woodlands","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1116","1328251","Devon","Parkland","53.393127","-113.735886","681.9052124","A",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Woodlands","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1117","1328256","Beaumont","Leduc","53.338966","-113.41288","713.7957153","A","YES","Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1118","1328261","New Sarepta","Leduc","53.305931","-113.126549","766.2061768","A",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1119","1328266","Tofield","Beaver","53.304234","-112.840141","776.708313","C",,"Prairie","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1120","1328271","Ryley","Beaver","53.278839","-112.539665","697.0264282","C","YES","Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1121","1328276","Holden","Beaver","53.216675","-112.265266","688.3629761","C",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1122","1328281","Viking","Beaver","53.164841","-111.919342","682.3005981","D",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Central North Saskatchewan","North Saskatchewan Watershed Alliance"
"1123","1328286","Viking","Beaver","53.137222","-111.645073","708.0529785","D","YES","Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1124","1328291","Kinsella","Wainwright","53.095856","-111.390724","711.117981","D",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1125","1328296","Irma","Wainwright","53.075481","-111.074829","667.56073","B",,"Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1126","1328301","Wainwright","Wainwright","53.057522","-110.746841","643.789978","B","YES","Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1128","1328311","Paradise Valley","Vermilion River","52.928959","-110.230217","629.1845093","E","YES","Prairie","White Area",,"North Saskatchewan",,"Parkland","Central Parkland",,"Prairies","Battle","Battle River Watershed Alliance"
"1129","1335036","Grande Cache","Willmore","53.684956","-119.451965","1380.616943","B",,"Montane Cordillera","Green Area",,"Upper Peace",,"Foothills","Upper Foothills","Willmore","Foothills","Smoky","Mighty Peace Watershed Alliance"
"1130","1335041","Grande Cache","Willmore","53.637516","-119.15258","1704.82605","E",,"Montane Cordillera","Green Area",,"Upper Peace",,"Rocky Mountain","Alpine","Willmore","Foothills","Smoky","Mighty Peace Watershed Alliance"
"1131","1335046","Muskeg River","Willmore","53.657856","-118.82386","2076.85791","E",,"Montane Cordillera","Green Area",,"Upper Peace",,"Rocky Mountain","Subalpine","Willmore","Foothills","Smoky","Mighty Peace Watershed Alliance"
"1132","1335051","Muskeg River","Willmore","53.630707","-118.540054","2225.206055","E",,"Montane Cordillera","Green Area",,"Upper Peace",,"Rocky Mountain","Subalpine","Willmore","Foothills","Upper Athabasca","Athabasca Watershed Council"
"1134","1335061","Hinton","Yellowhead","53.593197","-117.914024","1264.329956","A",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Upper Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1135","1335066","Hinton","Yellowhead","53.542233","-117.69146","1422.47998","A",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Rocky Mountain","Subalpine",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1136","1335071","Obed","Yellowhead","53.555168","-117.357323","1048.859985","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1137","1335076","Obed","Yellowhead","53.514519","-117.017067","1087.099976","C",,"Boreal PLain","Green Area","Hinton Pulp A division of West Fraser Mills Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1138","1335081","Marlboro","Yellowhead","53.483967","-116.830391","1027.030029","C",,"Boreal PLain","Green Area","Sundance Forest Industries Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
"1139","1335086","Edson","Yellowhead","53.468227","-116.514458","963.9205933","D",,"Boreal PLain","Green Area","Sundance Forest Industries Ltd.","Upper Athabasca",,"Foothills","Lower Foothills",,"Foothills","Upper Athabasca","Athabasca Watershed Council"
